タマコッコ to アヌビス, maxgen = 3
	Gen:T-01 ラブラドン(860) = ナエモチ(1240) + パピテフ(490)
	Gen:T-01 ラブラドン(860) = トドドドン(895) + シラヌイ(830)
	Gen:T-01 ラブラドン(860) = トドドドン(895) + アロアリュー(820)
	Gen:T-01 ラブラドン(860) = ツララジカ(880) + ラブラドン(840)
	Gen:T-01 ラブラドン(860) = ツララジカ(880) + ドリタス(850)
	Gen:T-01 ラブラドン(860) = ツノガミ(920) + ビリビリリュー(810)
	Gen:T-01 ラブラドン(860) = ツノガミ(920) + オコチョ(800)
	Gen:T-01 ラブラドン(860) = ツノガミ(900) + シラヌイ(830)
	Gen:T-01 ラブラドン(860) = ツノガミ(900) + アロアリュー(820)
	Gen:T-01 ラブラドン(860) = ツッパニャン(1460) + パリピドン(270)
	Gen:T-01 ラブラドン(860) = ツッパニャン(1460) + デスティング(260)
	Gen:T-01 ラブラドン(860) = ツキカゲ(950) + フラリーナ(780)
	Gen:T-01 ラブラドン(860) = チルテト(1440) + ペコドン(280)
	Gen:T-01 ラブラドン(860) = チルテト(1440) + ブリザモス(290)
	Gen:T-01 ラブラドン(860) = チョロゾウ(1490) + ボルカノン(230)
	Gen:T-01 ラブラドン(860) = チョロゾウ(1490) + サラブレイズ(240)
	Gen:T-01 ラブラドン(860) = ダリザード(1140) + ヘルゴート(590)
	Gen:T-01 ラブラドン(860) = ダリザード(1140) + アビスゴート(580)
	Gen:T-01 ラブラドン(860) = タマモ(1450) + ペコドン(280)
	Gen:T-01 ラブラドン(860) = タマモ(1450) + パリピドン(270)
	Gen:T-01 ラブラドン(860) = タマコッコ(1500) + ライバード(220)
	Gen:T-01 ラブラドン(860) = タマコッコ(1500) + ボルカノン(230)
	Gen:T-01 ラブラドン(860) = ソルレイス(1150) + アビスゴート(580)
	Gen:T-01 ラブラドン(860) = ソルレイス(1150) + アヌビス(570)
	Gen:T-01 ラブラドン(860) = シャーマンダー(1100) + シロカバネ(620)
	Gen:T-01 ラブラドン(860) = シャーキッド(1090) + ツジギリ(640)
	Gen:T-01 ラブラドン(860) = シメナワ(1420) + レヴィドラ(310)
	Gen:T-01 ラブラドン(860) = シメナワ(1420) + グランモス(300)
	Gen:T-01 ラブラドン(860) = ゴリレイジ(1040) + ライコーン(680)
	Gen:T-01 ラブラドン(860) = コモップ(1300) + ホークウィン(420)
	Gen:T-01 ラブラドン(860) = コモップ(1300) + ササゾー(430)
	Gen:T-01 ラブラドン(860) = コチグリ(1360) + ホルス(370)
	Gen:T-01 ラブラドン(860) = コチグリ(1360) + サラブレイズ(360)
	Gen:T-01 ラブラドン(860) = ケルピス(1260) + ヒエティ(460)
	Gen:T-01 ラブラドン(860) = ケルピス(1260) + アルパオー(470)
	Gen:T-01 ラブラドン(860) = クルリス(1430) + ブリザモス(290)
	Gen:T-01 ラブラドン(860) = クルリス(1430) + グランモス(300)
	Gen:T-01 ラブラドン(860) = クルットリ(1340) + ササゾー(390)
	Gen:T-01 ラブラドン(860) = クルットリ(1340) + イグニクス(380)
	Gen:T-01 ラブラドン(860) = キツネビ(1400) + ボルカノン(320)
	Gen:T-01 ラブラドン(860) = キツネビ(1400) + クインビーナ(330)
	Gen:T-01 ラブラドン(860) = キツネビ(1400) + アグニドラ(315)
	Gen:T-01 ラブラドン(860) = カモノスケ(1330) + ササゾー(390)
	Gen:T-01 ラブラドン(860) = カミナラシ(1210) + ニャンギマリ(510)
	Gen:T-01 ラブラドン(860) = カミナラシ(1210) + キャプペン(520)
	Gen:T-01 ラブラドン(860) = ガウルフ(1060) + ゴクエンオ(670)
	Gen:T-01 ラブラドン(860) = ガウルフ(1060) + カバネドリ(660)
	Gen:T-01 ラブラドン(860) = オバケナワ(1422) + ブリザモス(290)
	Gen:T-01 ラブラドン(860) = オバケナワ(1422) + グランモス(300)
	Gen:T-01 ラブラドン(860) = エテッパ(1250) + ヒエティ(480)
	Gen:T-01 ラブラドン(860) = エテッパ(1250) + アルパオー(470)
	Gen:T-01 ラブラドン(860) = エアムルグ(1030) + クレメーオ(700)
	Gen:T-01 ラブラドン(860) = ヴィオレッタ(1050) + ライコーン(680)
	Gen:T-01 ラブラドン(860) = ヴィオレッタ(1050) + ゴクエンオ(670)
	Gen:T-01 ラブラドン(860) = イバラヒメ(1320) + ドンモップ(410)
	Gen:T-01 ラブラドン(860) = イノボウ(1130) + ヘルゴート(590)
	Gen:T-01 ラブラドン(840) = ンダコアラ(1380) + グランモス(300)
	Gen:T-01 ラブラドン(840) = ルミカイト(870) + ビリビリリュー(810)
	Gen:T-01 ラブラドン(840) = ルナティ(1180) + アズレーン(500)
	Gen:T-01 ラブラドン(840) = ラブラドン(860) + アロアリュー(820)
	Gen:T-01 ラブラドン(840) = ラブラドン(840) + ラブラドン(840)
	Gen:T-01 ラブラドン(840) = ラブマンダー(940) + イヌズマ(740)
	Gen:T-01 ラブラドン(840) = ラヴィ(1405) + ペコドン(280)
	Gen:T-01 ラブラドン(840) = ラヴィ(1405) + パリピドン(270)
	Gen:T-01 ラブラドン(840) = ヤミトバリ(1010) + ゴクエンオ(670)
	Gen:T-01 ラブラドン(840) = ヤミイカ(1290) + ササゾー(390)
	Gen:T-01 ラブラドン(840) = モコロン(1470) + リリクイン(210)
	Gen:T-01 ラブラドン(840) = モグルン(1220) + ヒエティ(460)
	Gen:T-01 ラブラドン(840) = メルパカ(890) + ブルフェルノ(790)
	Gen:T-01 ラブラドン(840) = メリポップ(1190) + パピテフ(490)
	Gen:T-01 ラブラドン(840) = ムラクモ(980) + クレメーオ(700)
	Gen:T-01 ラブラドン(840) = ミルフィー(1455) + ライバード(220)
	Gen:T-01 ラブラドン(840) = ミルフィー(1455) + ボルカノン(230)
	Gen:T-01 ラブラドン(840) = ミステリア(1110) + アヌビス(570)
	Gen:T-01 ラブラドン(840) = マグピス(1270) + ドンモップ(410)
	Gen:T-01 ラブラドン(840) = ボルトラ(1410) + パリピドン(270)
	Gen:T-01 ラブラドン(840) = ホウロック(1390) + ブリザモス(290)
	Gen:T-01 ラブラドン(840) = ペンタマ(1350) + クインビーナ(330)
	Gen:T-01 ラブラドン(840) = ベリゴート(930) + ニャンバット(750)
	Gen:T-01 ラブラドン(840) = フォレーナ(1160) + キャプペン(520)
	Gen:T-01 ラブラドン(840) = フェザーロ(1020) + カバネドリ(660)
	Gen:T-01 ラブラドン(840) = ヒメウサ(1310) + ホルス(370)
	Gen:T-01 ラブラドン(840) = ヒノコジカ(1155) + シルティア(530)
	Gen:T-01 ラブラドン(840) = ヒノコジカ(1155) + キャプペン(520)
	Gen:T-01 ラブラドン(840) = パチグリ(1370) + レヴィドラ(310)
	Gen:T-01 ラブラドン(840) = パチグリ(1370) + アグニドラ(315)
	Gen:T-01 ラブラドン(840) = ネムラム(1230) + シルキーヌ(450)
	Gen:T-01 ラブラドン(840) = ニャオテト(1480) + エレパンダ(200)
	Gen:T-01 ラブラドン(840) = ナエモチ(1240) + アルパオー(440)
	Gen:T-01 ラブラドン(840) = ドリタス(850) + シラヌイ(830)
	Gen:T-01 ラブラドン(840) = トドドドン(895) + ブルフェルノ(790)
	Gen:T-01 ラブラドン(840) = トドドドン(895) + フラリーナ(780)
	Gen:T-01 ラブラドン(840) = ツララジカ(880) + オコチョ(800)
	Gen:T-01 ラブラドン(840) = ツノガミ(920) + フブキツネ(760)
	Gen:T-01 ラブラドン(840) = ツノガミ(900) + フラリーナ(780)
	Gen:T-01 ラブラドン(840) = ツッパニャン(1460) + ライバード(220)
	Gen:T-01 ラブラドン(840) = チルテト(1440) + サラブレイズ(240)
	Gen:T-01 ラブラドン(840) = チョロゾウ(1490) + ヘルガルダ(190)
	Gen:T-01 ラブラドン(840) = ダリザード(1140) + シルフィア(540)
	Gen:T-01 ラブラドン(840) = ダリザード(1120) + シーペント(560)
	Gen:T-01 ラブラドン(840) = タマモ(1450) + ボルカノン(230)
	Gen:T-01 ラブラドン(840) = ソルレイス(1150) + シルティア(530)
	Gen:T-01 ラブラドン(840) = シャーマンダー(1100) + アビスゴート(580)
	Gen:T-01 ラブラドン(840) = シャーキッド(1090) + ヘルゴート(590)
	Gen:T-01 ラブラドン(840) = シメナワ(1420) + デスティング(260)
	Gen:T-01 ラブラドン(840) = サンドロ(1000) + ライコーン(680)
	Gen:T-01 ラブラドン(840) = ゴリレイジ(1040) + ツジギリ(640)
	Gen:T-01 ラブラドン(840) = コモップ(1300) + イグニクス(380)
	Gen:T-01 ラブラドン(840) = コチグリ(1360) + ボルカノン(320)
	Gen:T-01 ラブラドン(840) = コチグリ(1360) + アグニドラ(315)
	Gen:T-01 ラブラドン(840) = ケルピス(1260) + ホークウィン(420)
	Gen:T-01 ラブラドン(840) = クルリス(1430) + リリクイン(250)
	Gen:T-01 ラブラドン(840) = クルットリ(1340) + グラクレス(340)
	Gen:T-01 ラブラドン(840) = キツネビ(1400) + ペコドン(280)
	Gen:T-01 ラブラドン(840) = カモノスケ(1330) + フェスキー(350)
	Gen:T-01 ラブラドン(840) = カミナラシ(1210) + アルパオー(470)
	Gen:T-01 ラブラドン(840) = ガウルフ(1060) + シロカバネ(620)
	Gen:T-01 ラブラドン(840) = オバケナワ(1422) + リリクイン(250)
	Gen:T-01 ラブラドン(840) = オバケナワ(1422) + デスティング(260)
	Gen:T-01 ラブラドン(840) = エテッパ(1250) + ササゾー(430)
	Gen:T-01 ラブラドン(840) = イバラヒメ(1320) + サラブレイズ(360)
	Gen:T-01 ラブラドン(840) = イノボウ(1130) + スナペント(550)
	Gen:T-01 ラブラドン(840) = アルパオー(440) + ナエモチ(1240)
	Gen:T-01 ラブマンダー(940) = ンダコアラ(1380) + アズレーン(500)
	Gen:T-01 ラブマンダー(940) = ルナティ(1180) + クレメーオ(700)
	Gen:T-01 ラブマンダー(940) = ラベロット(990) + メルパカ(890)
	Gen:T-01 ラブマンダー(940) = ラベロット(990) + トドドドン(895)
	Gen:T-01 ラブマンダー(940) = ラブマンダー(940) + ラブマンダー(940)
	Gen:T-01 ラブマンダー(940) = ラヴィ(1405) + ヒエティ(480)
	Gen:T-01 ラブマンダー(940) = ラヴィ(1405) + アルパオー(470)
	Gen:T-01 ラブマンダー(940) = ヤミトバリ(1010) + ルミカイト(870)
	Gen:T-01 ラブマンダー(940) = ヤミイカ(1290) + ヘルゴート(590)
	Gen:T-01 ラブマンダー(940) = モコロン(1470) + ドンモップ(410)
	Gen:T-01 ラブマンダー(940) = モグルン(1220) + カバネドリ(660)
	Gen:T-01 ラブマンダー(940) = ムラクモ(980) + トドドドン(895)
	Gen:T-01 ラブマンダー(940) = ムラクモ(980) + ツノガミ(900)
	Gen:T-01 ラブマンダー(940) = ミルフィー(1455) + ホークウィン(420)
	Gen:T-01 ラブマンダー(940) = ミルフィー(1455) + ササゾー(430)
	Gen:T-01 ラブマンダー(940) = マスクロウ(1080) + オコチョ(800)
	Gen:T-01 ラブマンダー(940) = ボルトラ(1410) + アルパオー(470)
	Gen:T-01 ラブマンダー(940) = ホウロック(1390) + パピテフ(490)
	Gen:T-01 ラブマンダー(940) = ペンタマ(1350) + シルティア(530)
	Gen:T-01 ラブマンダー(940) = フェザーロ(1020) + ラブラドン(860)
	Gen:T-01 ラブマンダー(940) = ヒメウサ(1310) + アヌビス(570)
	Gen:T-01 ラブマンダー(940) = ビーナイト(1070) + ビリビリリュー(810)
	Gen:T-01 ラブマンダー(940) = パチグリ(1370) + ニャンギマリ(510)
	Gen:T-01 ラブマンダー(940) = ナエモチ(1240) + ツジギリ(640)
	Gen:T-01 ラブマンダー(940) = ツッパニャン(1460) + ホークウィン(420)
	Gen:T-01 ラブマンダー(940) = ツジギリ(640) + ナエモチ(1240)
	Gen:T-01 ラブマンダー(940) = ツキカゲ(950) + ベリゴート(930)
	Gen:T-01 ラブマンダー(940) = チルテト(1440) + アルパオー(440)
	Gen:T-01 ラブマンダー(940) = チョロゾウ(1490) + ササゾー(390)
	Gen:T-01 ラブマンダー(940) = ダリザード(1140) + イヌズマ(740)
	Gen:T-01 ラブマンダー(940) = ダリザード(1120) + フブキツネ(760)
	Gen:T-01 ラブマンダー(940) = タマモ(1450) + ササゾー(430)
	Gen:T-01 ラブマンダー(940) = タマコッコ(1500) + イグニクス(380)
	Gen:T-01 ラブマンダー(940) = シラヌイ(830) + ヴィオレッタ(1050)
	Gen:T-01 ラブマンダー(940) = シャーマンダー(1100) + フラリーナ(780)
	Gen:T-01 ラブマンダー(940) = シャーキッド(1090) + ブルフェルノ(790)
	Gen:T-01 ラブマンダー(940) = シメナワ(1420) + ヒエティ(460)
	Gen:T-01 ラブマンダー(940) = サンドロ(1000) + ツララジカ(880)
	Gen:T-01 ラブマンダー(940) = ゴリレイジ(1040) + ラブラドン(840)
	Gen:T-01 ラブマンダー(940) = コモップ(1300) + アビスゴート(580)
	Gen:T-01 ラブマンダー(940) = コチグリ(1360) + キャプペン(520)
	Gen:T-01 ラブマンダー(940) = ケルピス(1260) + シロカバネ(620)
	Gen:T-01 ラブマンダー(940) = クルリス(1430) + シルキーヌ(450)
	Gen:T-01 ラブマンダー(940) = クルットリ(1340) + シルフィア(540)
	Gen:T-01 ラブマンダー(940) = キツネビ(1400) + ヒエティ(480)
	Gen:T-01 ラブマンダー(940) = カモノスケ(1330) + スナペント(550)
	Gen:T-01 ラブマンダー(940) = カミナラシ(1210) + ゴクエンオ(670)
	Gen:T-01 ラブマンダー(940) = ガウルフ(1060) + アロアリュー(820)
	Gen:T-01 ラブマンダー(940) = オバケナワ(1422) + ヒエティ(460)
	Gen:T-01 ラブマンダー(940) = オバケナワ(1422) + シルキーヌ(450)
	Gen:T-01 ラブマンダー(940) = エアムルグ(1030) + ドリタス(850)
	Gen:T-01 ラブマンダー(940) = イバラヒメ(1320) + シーペント(560)
	Gen:T-01 ラブマンダー(940) = イノボウ(1130) + ニャンバット(750)
	Gen:T-01 ライバード(220) = ドンモップ(410) + シヴァ(30)
	Gen:T-01 ライバード(220) = ササゾー(430) + ボルカイザー(10)
	Gen:T-01 ライバード(220) = ササゾー(390) + スザク(50)
	Gen:T-01 ライバード(220) = イグニクス(380) + ゼノグリフ(60)
	Gen:T-01 ライコーン(680) = ルミカイト(870) + ヒエティ(480)
	Gen:T-01 ライコーン(680) = ルミカイト(870) + パピテフ(490)
	Gen:T-01 ライコーン(680) = ルミカイト(870) + ニャンギマリ(510)
	Gen:T-01 ライコーン(680) = ルミカイト(870) + アズレーン(500)
	Gen:T-01 ライコーン(680) = ルナティ(1180) + ヘルガルダ(190)
	Gen:T-01 ライコーン(680) = ルナティ(1180) + エレパンダ(200)
	Gen:T-01 ライコーン(680) = ラベロット(990) + ホルス(370)
	Gen:T-01 ライコーン(680) = ラベロット(990) + サラブレイズ(360)
	Gen:T-01 ライコーン(680) = ラベロット(990) + ササゾー(390)
	Gen:T-01 ライコーン(680) = ラベロット(990) + イグニクス(380)
	Gen:T-01 ライコーン(680) = ラブラドン(860) + パピテフ(490)
	Gen:T-01 ライコーン(680) = ラブラドン(860) + ニャンギマリ(510)
	Gen:T-01 ライコーン(680) = ラブラドン(860) + キャプペン(520)
	Gen:T-01 ライコーン(680) = ラブラドン(860) + アズレーン(500)
	Gen:T-01 ライコーン(680) = ラブラドン(840) + ニャンギマリ(510)
	Gen:T-01 ライコーン(680) = ラブラドン(840) + シルフィア(540)
	Gen:T-01 ライコーン(680) = ラブラドン(840) + シルティア(530)
	Gen:T-01 ライコーン(680) = ラブラドン(840) + キャプペン(520)
	Gen:T-01 ライコーン(680) = ラブマンダー(940) + ホークウィン(420)
	Gen:T-01 ライコーン(680) = ラブマンダー(940) + ドンモップ(410)
	Gen:T-01 ライコーン(680) = ラブマンダー(940) + ササゾー(430)
	Gen:T-01 ライコーン(680) = ラブマンダー(940) + アルパオー(440)
	Gen:T-01 ライコーン(680) = ライコーン(680) + ライコーン(680)
	Gen:T-01 ライコーン(680) = ライコーン(680) + ゴクエンオ(670)
	Gen:T-01 ライコーン(680) = ヤミトバリ(1010) + ホルス(370)
	Gen:T-01 ライコーン(680) = ヤミトバリ(1010) + フェスキー(350)
	Gen:T-01 ライコーン(680) = ヤミトバリ(1010) + サラブレイズ(360)
	Gen:T-01 ライコーン(680) = ヤミトバリ(1010) + グラクレス(340)
	Gen:T-01 ライコーン(680) = ヤミイカ(1290) + ベイントール(70)
	Gen:T-01 ライコーン(680) = ヤミイカ(1290) + ゼノグリフ(60)
	Gen:T-01 ライコーン(680) = ヤミイカ(1290) + セイントール(80)
	Gen:T-01 ライコーン(680) = ヤミイカ(1290) + ジェットラン(90)
	Gen:T-01 ライコーン(680) = モグルン(1220) + ボルゼクス(140)
	Gen:T-01 ライコーン(680) = モグルン(1220) + ツンドラー(130)
	Gen:T-01 ライコーン(680) = モグルン(1220) + ジオラーヴァ(150)
	Gen:T-01 ライコーン(680) = メルパカ(890) + ヒエティ(480)
	Gen:T-01 ライコーン(680) = メルパカ(890) + ヒエティ(460)
	Gen:T-01 ライコーン(680) = メルパカ(890) + パピテフ(490)
	Gen:T-01 ライコーン(680) = メルパカ(890) + アルパオー(470)
	Gen:T-01 ライコーン(680) = メリポップ(1190) + ヘルガルダ(190)
	Gen:T-01 ライコーン(680) = ムラクモ(980) + ホルス(370)
	Gen:T-01 ライコーン(680) = ムラクモ(980) + ササゾー(390)
