ルミカイト to アヌビス, maxgen = 2
	Gen:T-01 ラブラドン(860) = ラブマンダー(940) + ブルフェルノ(790)
	Gen:T-01 ラブラドン(860) = ラブマンダー(940) + フラリーナ(780)
	Gen:T-01 ラブラドン(860) = ライコーン(680) + ゴリレイジ(1040)
	Gen:T-01 ラブラドン(860) = ライコーン(680) + ヴィオレッタ(1050)
	Gen:T-01 ラブラドン(860) = ヤミトバリ(1010) + ゴクエンオ(710)
	Gen:T-01 ラブラドン(860) = メルパカ(890) + ラブラドン(840)
	Gen:T-01 ラブラドン(860) = メルパカ(890) + シラヌイ(830)
	Gen:T-01 ラブラドン(860) = メリポップ(1190) + シルフィア(540)
	Gen:T-01 ラブラドン(860) = メリポップ(1190) + シルティア(530)
	Gen:T-01 ラブラドン(860) = ムラクモ(980) + ニャンバット(750)
	Gen:T-01 ラブラドン(860) = ムラクモ(980) + イヌズマ(740)
	Gen:T-01 ラブラドン(860) = ミルカルビ(910) + ビリビリリュー(810)
	Gen:T-01 ラブラドン(860) = ミルカルビ(910) + アロアリュー(820)
	Gen:T-01 ラブラドン(860) = ミステリア(1110) + シロカバネ(620)
	Gen:T-01 ラブラドン(860) = マスクロウ(1080) + ツジギリ(640)
	Gen:T-01 ラブラドン(860) = ヘルゴート(590) + ダリザード(1140)
	Gen:T-01 ラブラドン(860) = ヘルゴート(590) + イノボウ(1130)
	Gen:T-01 ラブラドン(860) = ベリゴート(930) + ブルフェルノ(790)
	Gen:T-01 ラブラドン(860) = ベリゴート(930) + オコチョ(800)
	Gen:T-01 ラブラドン(860) = ブルフェルノ(790) + ラブマンダー(940)
	Gen:T-01 ラブラドン(860) = ブルフェルノ(790) + ベリゴート(930)
	Gen:T-01 ラブラドン(860) = フラリーナ(780) + ラブマンダー(940)
	Gen:T-01 ラブラドン(860) = フラリーナ(780) + ツキカゲ(950)
	Gen:T-01 ラブラドン(860) = フォレーナ(1160) + シーペント(560)
	Gen:T-01 ラブラドン(860) = フォレーナ(1160) + アヌビス(570)
	Gen:T-01 ラブラドン(860) = フェザーロ(1020) + ゴクエンオ(710)
	Gen:T-01 ラブラドン(860) = フェザーロ(1020) + クレメーオ(700)
	Gen:T-01 ラブラドン(860) = ビリビリリュー(810) + ミルカルビ(910)
	Gen:T-01 ラブラドン(860) = ヒノコジカ(1155) + シーペント(560)
	Gen:T-01 ラブラドン(860) = ヒノコジカ(1155) + アヌビス(570)
	Gen:T-01 ラブラドン(860) = ヒエティ(480) + ナエモチ(1240)
	Gen:T-01 ラブラドン(860) = ヒエティ(480) + エテッパ(1250)
	Gen:T-01 ラブラドン(860) = ヒエティ(460) + マグピス(1270)
	Gen:T-01 ラブラドン(860) = ヒエティ(460) + ケルピス(1260)
	Gen:T-01 ラブラドン(860) = ビーナイト(1070) + カバネドリ(660)
	Gen:T-01 ラブラドン(860) = ニャンバット(750) + ムラクモ(980)
	Gen:T-01 ラブラドン(860) = ニャンギマリ(510) + モグルン(1220)
	Gen:T-01 ラブラドン(860) = ニャンギマリ(510) + カミナラシ(1210)
	Gen:T-01 ラブラドン(860) = ドリタス(850) + ルミカイト(870)
	Gen:T-01 ラブラドン(860) = ドリタス(850) + ツララジカ(880)
	Gen:T-01 ラブラドン(860) = トドドドン(895) + シラヌイ(830)
	Gen:T-01 ラブラドン(860) = トドドドン(895) + アロアリュー(820)
	Gen:T-01 ラブラドン(860) = ツララジカ(880) + ラブラドン(840)
	Gen:T-01 ラブラドン(860) = ツララジカ(880) + ドリタス(850)
	Gen:T-01 ラブラドン(860) = ツノガミ(920) + オコチョ(800)
	Gen:T-01 ラブラドン(860) = ツノガミ(900) + シラヌイ(830)
	Gen:T-01 ラブラドン(860) = ツノガミ(900) + アロアリュー(820)
	Gen:T-01 ラブラドン(860) = ツジギリ(640) + マスクロウ(1080)
	Gen:T-01 ラブラドン(860) = ツジギリ(640) + シャーキッド(1090)
	Gen:T-01 ラブラドン(860) = ツキカゲ(950) + フラリーナ(780)
	Gen:T-01 ラブラドン(860) = ダリザード(1140) + ヘルゴート(590)
	Gen:T-01 ラブラドン(860) = ダリザード(1140) + アビスゴート(580)
	Gen:T-01 ラブラドン(860) = ソルレイス(1150) + アビスゴート(580)
	Gen:T-01 ラブラドン(860) = ソルレイス(1150) + アヌビス(570)
	Gen:T-01 ラブラドン(860) = スナペント(550) + ルナティ(1180)
	Gen:T-01 ラブラドン(860) = シロカバネ(620) + ミステリア(1110)
	Gen:T-01 ラブラドン(860) = シロカバネ(620) + シャーマンダー(1100)
	Gen:T-01 ラブラドン(860) = シルフィア(540) + ルナティ(1180)
	Gen:T-01 ラブラドン(860) = シルフィア(540) + メリポップ(1190)
	Gen:T-01 ラブラドン(860) = シルティア(530) + メリポップ(1190)
	Gen:T-01 ラブラドン(860) = シルキーヌ(450) + マグピス(1270)
	Gen:T-01 ラブラドン(860) = シルキーヌ(450) + ポプリーナ(1280)
	Gen:T-01 ラブラドン(860) = シラヌイ(830) + メルパカ(890)
	Gen:T-01 ラブラドン(860) = シラヌイ(830) + トドドドン(895)
	Gen:T-01 ラブラドン(860) = シラヌイ(830) + ツノガミ(900)
	Gen:T-01 ラブラドン(860) = シャーマンダー(1100) + シロカバネ(620)
	Gen:T-01 ラブラドン(860) = シャーキッド(1090) + ツジギリ(640)
	Gen:T-01 ラブラドン(860) = シーペント(560) + フォレーナ(1160)
	Gen:T-01 ラブラドン(860) = シーペント(560) + ヒノコジカ(1155)
	Gen:T-01 ラブラドン(860) = ゴリレイジ(1040) + ライコーン(680)
	Gen:T-01 ラブラドン(860) = ゴクエンオ(710) + ヤミトバリ(1010)
	Gen:T-01 ラブラドン(860) = ゴクエンオ(710) + フェザーロ(1020)
	Gen:T-01 ラブラドン(860) = ゴクエンオ(670) + ガウルフ(1060)
	Gen:T-01 ラブラドン(860) = ゴクエンオ(670) + ヴィオレッタ(1050)
	Gen:T-01 ラブラドン(860) = クレメーオ(700) + フェザーロ(1020)
	Gen:T-01 ラブラドン(860) = クレメーオ(700) + エアムルグ(1030)
	Gen:T-01 ラブラドン(860) = カバネドリ(660) + ビーナイト(1070)
	Gen:T-01 ラブラドン(860) = カバネドリ(660) + ガウルフ(1060)
	Gen:T-01 ラブラドン(860) = ガウルフ(1060) + ゴクエンオ(670)
	Gen:T-01 ラブラドン(860) = ガウルフ(1060) + カバネドリ(660)
	Gen:T-01 ラブラドン(860) = エアムルグ(1030) + クレメーオ(700)
	Gen:T-01 ラブラドン(860) = ヴィオレッタ(1050) + ライコーン(680)
	Gen:T-01 ラブラドン(860) = ヴィオレッタ(1050) + ゴクエンオ(670)
	Gen:T-01 ラブラドン(860) = イノボウ(1130) + ヘルゴート(590)
	Gen:T-01 ラブラドン(860) = イヌズマ(740) + ラベロット(990)
	Gen:T-01 ラブラドン(860) = イヌズマ(740) + ムラクモ(980)
	Gen:T-01 ラブラドン(860) = アロアリュー(820) + ミルカルビ(910)
	Gen:T-01 ラブラドン(860) = アロアリュー(820) + トドドドン(895)
	Gen:T-01 ラブラドン(860) = アロアリュー(820) + ツノガミ(900)
	Gen:T-01 ラブラドン(860) = アルパオー(470) + ケルピス(1260)
	Gen:T-01 ラブラドン(860) = アルパオー(470) + エテッパ(1250)
	Gen:T-01 ラブラドン(860) = アルパオー(440) + ヤミイカ(1290)
	Gen:T-01 ラブラドン(860) = アルパオー(440) + ポプリーナ(1280)
	Gen:T-01 ラブラドン(860) = アビスゴート(580) + ダリザード(1140)
	Gen:T-01 ラブラドン(860) = アビスゴート(580) + ソルレイス(1150)
	Gen:T-01 ラブラドン(860) = アズレーン(500) + モグルン(1220)
	Gen:T-01 ラブラドン(860) = アズレーン(500) + ネムラム(1230)
	Gen:T-01 ラブラドン(840) = ルミカイト(870) + ビリビリリュー(810)
	Gen:T-01 ラブラドン(840) = ルナティ(1180) + アズレーン(500)
	Gen:T-01 ラブラドン(840) = ラブラドン(860) + アロアリュー(820)
	Gen:T-01 ラブラドン(840) = ラブラドン(840) + ラブラドン(840)
	Gen:T-01 ラブラドン(840) = ラブマンダー(940) + イヌズマ(740)
	Gen:T-01 ラブラドン(840) = ライコーン(680) + サンドロ(1000)
	Gen:T-01 ラブラドン(840) = ヤミトバリ(1010) + ゴクエンオ(670)
	Gen:T-01 ラブラドン(840) = メルパカ(890) + ブルフェルノ(790)
	Gen:T-01 ラブラドン(840) = メリポップ(1190) + パピテフ(490)
	Gen:T-01 ラブラドン(840) = ムラクモ(980) + クレメーオ(700)
	Gen:T-01 ラブラドン(840) = ミステリア(1110) + アヌビス(570)
	Gen:T-01 ラブラドン(840) = ヘルゴート(590) + シャーキッド(1090)
	Gen:T-01 ラブラドン(840) = ベリゴート(930) + ニャンバット(750)
	Gen:T-01 ラブラドン(840) = ブルフェルノ(790) + メルパカ(890)
	Gen:T-01 ラブラドン(840) = ブルフェルノ(790) + トドドドン(895)
	Gen:T-01 ラブラドン(840) = フラリーナ(780) + トドドドン(895)
	Gen:T-01 ラブラドン(840) = フラリーナ(780) + ツノガミ(900)
	Gen:T-01 ラブラドン(840) = フブキツネ(760) + ツノガミ(920)
	Gen:T-01 ラブラドン(840) = フォレーナ(1160) + キャプペン(520)
	Gen:T-01 ラブラドン(840) = フェザーロ(1020) + カバネドリ(660)
	Gen:T-01 ラブラドン(840) = ビリビリリュー(810) + ルミカイト(870)
	Gen:T-01 ラブラドン(840) = ヒノコジカ(1155) + シルティア(530)
	Gen:T-01 ラブラドン(840) = ヒノコジカ(1155) + キャプペン(520)
	Gen:T-01 ラブラドン(840) = ヒエティ(460) + モグルン(1220)
	Gen:T-01 ラブラドン(840) = ニャンバット(750) + ベリゴート(930)
	Gen:T-01 ラブラドン(840) = ドリタス(850) + シラヌイ(830)
	Gen:T-01 ラブラドン(840) = トドドドン(895) + ブルフェルノ(790)
	Gen:T-01 ラブラドン(840) = トドドドン(895) + フラリーナ(780)
	Gen:T-01 ラブラドン(840) = ツララジカ(880) + オコチョ(800)
	Gen:T-01 ラブラドン(840) = ツノガミ(920) + フブキツネ(760)
	Gen:T-01 ラブラドン(840) = ツノガミ(900) + フラリーナ(780)
	Gen:T-01 ラブラドン(840) = ツジギリ(640) + ゴリレイジ(1040)
	Gen:T-01 ラブラドン(840) = ダリザード(1140) + シルフィア(540)
	Gen:T-01 ラブラドン(840) = ダリザード(1120) + シーペント(560)
	Gen:T-01 ラブラドン(840) = ソルレイス(1150) + シルティア(530)
	Gen:T-01 ラブラドン(840) = スナペント(550) + イノボウ(1130)
	Gen:T-01 ラブラドン(840) = シロカバネ(620) + ガウルフ(1060)
	Gen:T-01 ラブラドン(840) = シルフィア(540) + ダリザード(1140)
	Gen:T-01 ラブラドン(840) = シルティア(530) + ヒノコジカ(1155)
	Gen:T-01 ラブラドン(840) = シルティア(530) + ソルレイス(1150)
	Gen:T-01 ラブラドン(840) = シルキーヌ(450) + ネムラム(1230)
	Gen:T-01 ラブラドン(840) = シラヌイ(830) + ドリタス(850)
	Gen:T-01 ラブラドン(840) = シャーマンダー(1100) + アビスゴート(580)
	Gen:T-01 ラブラドン(840) = シャーキッド(1090) + ヘルゴート(590)
	Gen:T-01 ラブラドン(840) = シーペント(560) + ダリザード(1120)
	Gen:T-01 ラブラドン(840) = サンドロ(1000) + ライコーン(680)
	Gen:T-01 ラブラドン(840) = ゴリレイジ(1040) + ツジギリ(640)
	Gen:T-01 ラブラドン(840) = ゴクエンオ(670) + ヤミトバリ(1010)
	Gen:T-01 ラブラドン(840) = クレメーオ(700) + ムラクモ(980)
	Gen:T-01 ラブラドン(840) = カバネドリ(660) + フェザーロ(1020)
	Gen:T-01 ラブラドン(840) = ガウルフ(1060) + シロカバネ(620)
	Gen:T-01 ラブラドン(840) = イノボウ(1130) + スナペント(550)
	Gen:T-01 ラブラドン(840) = イヌズマ(740) + ラブマンダー(940)
	Gen:T-01 ラブラドン(840) = アロアリュー(820) + ラブラドン(860)
	Gen:T-01 ラブラドン(840) = アルパオー(470) + カミナラシ(1210)
	Gen:T-01 ラブラドン(840) = アルパオー(440) + ナエモチ(1240)
	Gen:T-01 ラブラドン(840) = アビスゴート(580) + シャーマンダー(1100)
	Gen:T-01 ラブラドン(840) = アズレーン(500) + ルナティ(1180)
	Gen:T-01 ラブマンダー(940) = ルミカイト(870) + ヤミトバリ(1010)
	Gen:T-01 ラブマンダー(940) = ルナティ(1180) + クレメーオ(700)
	Gen:T-01 ラブマンダー(940) = ラベロット(990) + メルパカ(890)
	Gen:T-01 ラブマンダー(940) = ラベロット(990) + トドドドン(895)
	Gen:T-01 ラブマンダー(940) = ラブラドン(860) + フェザーロ(1020)
	Gen:T-01 ラブマンダー(940) = ラブラドン(840) + ゴリレイジ(1040)
	Gen:T-01 ラブマンダー(940) = ラブマンダー(940) + ラブマンダー(940)
	Gen:T-01 ラブマンダー(940) = ヤミトバリ(1010) + ルミカイト(870)
	Gen:T-01 ラブマンダー(940) = メルパカ(890) + ラベロット(990)
	Gen:T-01 ラブマンダー(940) = ムラクモ(980) + トドドドン(895)
	Gen:T-01 ラブマンダー(940) = ムラクモ(980) + ツノガミ(900)
	Gen:T-01 ラブマンダー(940) = マスクロウ(1080) + オコチョ(800)
	Gen:T-01 ラブマンダー(940) = ヘルゴート(590) + ヤミイカ(1290)
	Gen:T-01 ラブマンダー(940) = ベリゴート(930) + ツキカゲ(950)
	Gen:T-01 ラブマンダー(940) = ブルフェルノ(790) + シャーキッド(1090)
	Gen:T-01 ラブマンダー(940) = フラリーナ(780) + シャーマンダー(1100)
	Gen:T-01 ラブマンダー(940) = フブキツネ(760) + ダリザード(1120)
	Gen:T-01 ラブマンダー(940) = フェザーロ(1020) + ラブラドン(860)
	Gen:T-01 ラブマンダー(940) = ビリビリリュー(810) + ビーナイト(1070)
	Gen:T-01 ラブマンダー(940) = ヒエティ(480) + ラヴィ(1405)
	Gen:T-01 ラブマンダー(940) = ヒエティ(480) + キツネビ(1400)
	Gen:T-01 ラブマンダー(940) = ヒエティ(460) + シメナワ(1420)
	Gen:T-01 ラブマンダー(940) = ヒエティ(460) + オバケナワ(1422)
	Gen:T-01 ラブマンダー(940) = ビーナイト(1070) + ビリビリリュー(810)
	Gen:T-01 ラブマンダー(940) = ニャンバット(750) + イノボウ(1130)
	Gen:T-01 ラブマンダー(940) = ニャンギマリ(510) + パチグリ(1370)
	Gen:T-01 ラブマンダー(940) = ドリタス(850) + エアムルグ(1030)
	Gen:T-01 ラブマンダー(940) = トドドドン(895) + ラベロット(990)
	Gen:T-01 ラブマンダー(940) = トドドドン(895) + ムラクモ(980)
	Gen:T-01 ラブマンダー(940) = ツララジカ(880) + サンドロ(1000)
	Gen:T-01 ラブマンダー(940) = ツノガミ(900) + ムラクモ(980)
	Gen:T-01 ラブマンダー(940) = ツジギリ(640) + ナエモチ(1240)
	Gen:T-01 ラブマンダー(940) = ツキカゲ(950) + ベリゴート(930)
	Gen:T-01 ラブマンダー(940) = ダリザード(1140) + イヌズマ(740)
	Gen:T-01 ラブマンダー(940) = ダリザード(1120) + フブキツネ(760)
	Gen:T-01 ラブマンダー(940) = スナペント(550) + カモノスケ(1330)
	Gen:T-01 ラブマンダー(940) = シロカバネ(620) + ケルピス(1260)
	Gen:T-01 ラブマンダー(940) = シルフィア(540) + クルットリ(1340)
	Gen:T-01 ラブマンダー(940) = シルティア(530) + ペンタマ(1350)
	Gen:T-01 ラブマンダー(940) = シルキーヌ(450) + クルリス(1430)
	Gen:T-01 ラブマンダー(940) = シルキーヌ(450) + オバケナワ(1422)
	Gen:T-01 ラブマンダー(940) = シラヌイ(830) + ヴィオレッタ(1050)
	Gen:T-01 ラブマンダー(940) = シャーマンダー(1100) + フラリーナ(780)
	Gen:T-01 ラブマンダー(940) = シャーキッド(1090) + ブルフェルノ(790)
	Gen:T-01 ラブマンダー(940) = シーペント(560) + イバラヒメ(1320)
	Gen:T-01 ラブマンダー(940) = サンドロ(1000) + ツララジカ(880)
	Gen:T-01 ラブマンダー(940) = ゴリレイジ(1040) + ラブラドン(840)
	Gen:T-01 ラブマンダー(940) = ゴクエンオ(670) + カミナラシ(1210)
	Gen:T-01 ラブマンダー(940) = クレメーオ(700) + ルナティ(1180)
	Gen:T-01 ラブマンダー(940) = カバネドリ(660) + モグルン(1220)
	Gen:T-01 ラブマンダー(940) = ガウルフ(1060) + アロアリュー(820)
	Gen:T-01 ラブマンダー(940) = エアムルグ(1030) + ドリタス(850)
	Gen:T-01 ラブマンダー(940) = ヴィオレッタ(1050) + シラヌイ(830)
	Gen:T-01 ラブマンダー(940) = イノボウ(1130) + ニャンバット(750)
	Gen:T-01 ラブマンダー(940) = イヌズマ(740) + ダリザード(1140)
	Gen:T-01 ラブマンダー(940) = アロアリュー(820) + ガウルフ(1060)
	Gen:T-01 ラブマンダー(940) = アルパオー(470) + ラヴィ(1405)
	Gen:T-01 ラブマンダー(940) = アルパオー(470) + ボルトラ(1410)
	Gen:T-01 ラブマンダー(940) = アルパオー(440) + チルテト(1440)
	Gen:T-01 ラブマンダー(940) = アビスゴート(580) + コモップ(1300)
	Gen:T-01 ラブマンダー(940) = アズレーン(500) + ンダコアラ(1380)
	Gen:T-01 ライコーン(680) = ルミカイト(870) + ヒエティ(480)
	Gen:T-01 ライコーン(680) = ルミカイト(870) + パピテフ(490)
